TS|(Arduino),TS|(Rpi),CH4|MQ1|description MQ1,CO|MQ2|description MQ2,Gen|MQ3|description MQ3,Alcohol|MQ4|description MQ4,NH3|MQ5|description MQ5,Comb|MQ6|description MQ6,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41,Session
2023-07-29 18:08:15.708,2023-07-29 18:08:15.808,112.99,169.61,144.26,499.63,111.61,371.29,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:15.808,2023-07-29 18:08:15.908,110.93,173.14,173.04,478.5,122.93,355.9,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:15.908,2023-07-29 18:08:16.008,175.76,152.93,180.48,443.06,127.14,300.96,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.009,2023-07-29 18:08:16.109,136.22,167.46,118.49,442.78,113.48,305.74,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.109,2023-07-29 18:08:16.209,184.07,169.09,176.76,453.96,192.81,382.05,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.209,2023-07-29 18:08:16.309,164.22,165.37,179.78,413.0,115.06,312.75,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.309,2023-07-29 18:08:16.409,135.63,182.48,133.04,468.07,185.1,361.0,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.410,2023-07-29 18:08:16.510,102.51,101.59,191.82,466.17,138.68,366.71,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.510,2023-07-29 18:08:16.610,195.3,186.49,152.82,446.82,145.86,323.38,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.610,2023-07-29 18:08:16.710,171.72,110.84,121.74,439.17,145.68,352.97,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.710,2023-07-29 18:08:16.810,180.41,186.63,134.78,460.26,169.69,338.5,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.810,2023-07-29 18:08:16.910,133.36,101.75,168.2,458.95,181.95,339.37,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:16.911,2023-07-29 18:08:17.011,122.56,148.56,102.7,458.47,129.58,348.56,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.011,2023-07-29 18:08:17.111,158.29,157.37,113.65,469.81,159.16,330.68,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.111,2023-07-29 18:08:17.211,133.98,197.9,177.62,416.17,165.67,329.42,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.211,2023-07-29 18:08:17.311,118.37,181.35,183.29,497.89,118.3,395.51,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.312,2023-07-29 18:08:17.411,183.73,163.15,195.41,429.76,176.83,367.82,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.412,2023-07-29 18:08:17.512,117.75,128.19,155.07,460.41,103.09,350.39,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.512,2023-07-29 18:08:17.612,112.35,128.03,137.21,432.24,112.41,370.93,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.613,2023-07-29 18:08:17.712,141.83,186.88,183.5,415.95,103.78,328.65,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.713,2023-07-29 18:08:17.813,108.55,105.94,156.0,458.38,162.26,351.67,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.813,2023-07-29 18:08:17.913,180.68,118.35,188.55,463.9,153.38,359.93,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:17.914,2023-07-29 18:08:18.013,173.26,194.13,185.66,471.25,198.14,363.71,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.014,2023-07-29 18:08:18.114,193.78,178.9,169.95,423.85,178.22,370.49,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.114,2023-07-29 18:08:18.214,117.99,161.24,109.58,491.77,132.86,382.55,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.214,2023-07-29 18:08:18.314,141.21,173.99,189.97,400.85,114.54,344.79,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.315,2023-07-29 18:08:18.414,117.19,163.15,165.68,439.68,151.96,313.19,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.415,2023-07-29 18:08:18.515,168.34,169.18,163.54,461.52,125.77,327.52,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.515,2023-07-29 18:08:18.615,144.25,183.97,167.95,446.56,107.64,377.02,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.616,2023-07-29 18:08:18.716,149.57,163.18,140.12,494.03,189.61,344.66,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.716,2023-07-29 18:08:18.816,111.22,111.02,196.78,495.11,156.28,300.74,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.816,2023-07-29 18:08:18.916,135.32,151.46,127.17,427.99,100.22,304.83,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:18.917,2023-07-29 18:08:19.017,155.33,167.08,199.57,445.94,190.47,394.71,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:19.017,2023-07-29 18:08:19.117,197.35,163.05,107.73,437.0,159.32,325.5,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:19.117,2023-07-29 18:08:19.217,133.5,170.95,158.78,455.99,185.98,347.96,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:19.217,2023-07-29 18:08:19.317,113.77,113.22,109.39,406.56,176.17,305.4,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.318,2023-07-29 18:08:19.417,157.48,139.66,147.55,456.34,166.48,382.42,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.418,2023-07-29 18:08:19.517,125.44,136.23,149.21,458.45,190.94,373.92,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.518,2023-07-29 18:08:19.617,145.65,156.27,104.71,490.38,182.02,368.08,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.618,2023-07-29 18:08:19.718,143.89,163.82,155.29,455.8,179.66,388.04,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.718,2023-07-29 18:08:19.818,116.86,139.59,167.43,419.7,132.56,365.28,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.818,2023-07-29 18:08:19.918,184.18,137.85,196.03,403.81,171.04,333.03,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:19.919,2023-07-29 18:08:20.019,161.24,109.79,130.23,437.97,196.48,335.59,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.019,2023-07-29 18:08:20.119,123.29,138.84,109.39,451.25,188.64,323.12,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.119,2023-07-29 18:08:20.219,105.34,188.06,162.73,479.62,102.88,324.13,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.219,2023-07-29 18:08:20.319,101.15,143.67,192.84,492.36,194.72,312.7,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.320,2023-07-29 18:08:20.420,162.45,182.33,164.05,405.43,110.34,352.54,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.420,2023-07-29 18:08:20.520,196.37,172.18,139.7,439.99,137.08,384.62,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.520,2023-07-29 18:08:20.620,163.34,142.37,122.2,465.64,163.83,354.52,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.620,2023-07-29 18:08:20.720,174.21,133.24,104.91,409.69,124.02,384.95,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.720,2023-07-29 18:08:20.820,180.41,165.02,197.59,477.75,134.07,352.43,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.821,2023-07-29 18:08:20.921,139.99,121.47,123.32,429.88,146.05,348.58,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:20.921,2023-07-29 18:08:21.021,169.51,152.39,163.07,493.38,105.03,383.15,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.021,2023-07-29 18:08:21.121,152.63,104.61,195.61,450.87,188.72,344.27,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.122,2023-07-29 18:08:21.221,143.65,102.02,141.49,444.28,137.05,302.99,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.222,2023-07-29 18:08:21.322,100.7,138.48,101.03,420.33,140.68,314.82,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.322,2023-07-29 18:08:21.422,129.58,180.07,158.33,449.49,192.06,303.04,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.422,2023-07-29 18:08:21.522,106.76,198.14,166.8,430.4,153.13,388.73,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.523,2023-07-29 18:08:21.623,141.53,149.14,143.2,476.44,124.48,320.85,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.623,2023-07-29 18:08:21.723,150.34,147.16,145.14,445.04,188.99,304.75,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.723,2023-07-29 18:08:21.823,186.42,197.78,102.87,422.01,150.14,386.73,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.823,2023-07-29 18:08:21.923,170.33,153.97,146.07,421.11,140.65,381.5,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:21.924,2023-07-29 18:08:22.024,178.22,181.05,117.0,413.21,165.78,317.26,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.024,2023-07-29 18:08:22.124,113.94,111.69,191.08,418.06,189.61,365.63,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.124,2023-07-29 18:08:22.224,168.53,165.59,110.31,443.29,138.87,385.8,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.225,2023-07-29 18:08:22.324,135.83,120.84,139.14,448.62,106.14,334.96,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.325,2023-07-29 18:08:22.425,109.07,113.71,163.58,445.7,180.6,389.34,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.425,2023-07-29 18:08:22.525,123.16,163.8,190.14,404.11,177.18,314.05,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.525,2023-07-29 18:08:22.625,101.31,130.06,146.68,442.31,125.24,319.71,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.626,2023-07-29 18:08:22.725,179.88,117.79,124.2,495.92,131.14,303.67,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.726,2023-07-29 18:08:22.826,180.32,103.5,197.65,489.92,156.81,327.61,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.826,2023-07-29 18:08:22.926,145.26,175.78,138.33,400.26,136.81,369.52,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:22.926,2023-07-29 18:08:23.026,122.08,152.09,165.9,410.49,161.06,333.24,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.027,2023-07-29 18:08:23.126,142.82,148.07,184.5,414.18,174.16,342.78,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.127,2023-07-29 18:08:23.227,102.15,192.93,102.23,499.67,183.9,398.26,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.227,2023-07-29 18:08:23.327,107.45,124.33,112.24,477.42,165.95,319.92,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.327,2023-07-29 18:08:23.427,111.81,150.06,192.21,400.77,118.1,392.71,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.427,2023-07-29 18:08:23.528,119.33,170.32,107.05,409.16,188.84,366.2,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.528,2023-07-29 18:08:23.628,160.92,137.56,168.84,467.43,196.52,377.67,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.628,2023-07-29 18:08:23.728,132.14,177.58,121.23,484.08,175.09,306.78,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.729,2023-07-29 18:08:23.828,179.21,137.45,197.21,488.61,159.42,339.42,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.829,2023-07-29 18:08:23.928,160.59,177.21,159.56,441.78,139.73,300.95,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:23.929,2023-07-29 18:08:24.029,189.0,131.99,145.92,489.39,105.49,320.52,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:24.029,2023-07-29 18:08:24.129,188.69,192.85,181.41,467.39,193.15,373.88,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:24.129,2023-07-29 18:08:24.229,177.34,133.4,107.15,455.62,110.15,370.41,2023-07-29 18:08:19.233,145.29,34.2,1690646899.2336383,122.55,1690646899.2336383,2023-07-29 18:07:51
2023-07-29 18:08:24.230,2023-07-29 18:08:24.329,157.22,119.05,129.64,487.63,154.84,316.06,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.330,2023-07-29 18:08:24.430,136.1,107.96,105.67,490.69,190.9,362.17,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.430,2023-07-29 18:08:24.530,168.56,173.4,137.19,457.72,192.15,378.18,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.530,2023-07-29 18:08:24.630,185.8,105.75,138.27,466.38,140.29,397.31,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.631,2023-07-29 18:08:24.730,166.7,124.78,175.77,468.56,136.55,397.99,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.731,2023-07-29 18:08:24.831,168.15,120.64,134.34,408.75,168.38,337.61,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.831,2023-07-29 18:08:24.931,131.2,175.34,131.77,477.32,138.25,338.44,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:24.931,2023-07-29 18:08:25.031,194.51,194.43,141.77,477.2,111.02,384.09,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.032,2023-07-29 18:08:25.131,160.82,114.46,134.04,497.3,198.34,346.9,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.132,2023-07-29 18:08:25.232,166.92,127.12,163.04,467.48,180.54,322.6,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.232,2023-07-29 18:08:25.332,151.14,126.43,149.04,466.44,163.19,307.68,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.332,2023-07-29 18:08:25.432,108.95,184.78,120.53,421.36,126.36,324.32,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.433,2023-07-29 18:08:25.532,131.68,136.82,111.09,426.23,174.9,347.52,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.533,2023-07-29 18:08:25.633,138.74,142.97,156.28,482.52,115.02,306.5,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.633,2023-07-29 18:08:25.733,152.98,125.67,166.21,494.6,120.02,308.44,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.733,2023-07-29 18:08:25.833,170.2,111.32,126.06,409.8,174.61,388.24,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.834,2023-07-29 18:08:25.933,152.42,175.02,121.8,482.25,185.1,377.22,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:25.934,2023-07-29 18:08:26.034,175.8,180.19,148.08,457.97,122.16,367.6,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.034,2023-07-29 18:08:26.134,147.37,135.43,126.01,440.56,172.86,379.57,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.134,2023-07-29 18:08:26.234,187.09,152.75,120.57,446.32,184.33,356.88,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.235,2023-07-29 18:08:26.334,120.18,130.07,152.36,440.4,136.04,372.31,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.335,2023-07-29 18:08:26.435,129.84,162.37,150.84,411.5,198.35,345.43,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.435,2023-07-29 18:08:26.535,119.81,109.01,116.15,454.35,173.19,349.3,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.535,2023-07-29 18:08:26.635,126.36,108.47,181.43,405.98,119.33,315.92,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.636,2023-07-29 18:08:26.736,100.22,100.99,140.34,470.76,169.21,314.54,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.736,2023-07-29 18:08:26.836,144.4,199.02,108.36,444.78,129.63,326.06,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.836,2023-07-29 18:08:26.936,139.85,192.37,159.88,424.31,166.89,308.38,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:26.936,2023-07-29 18:08:27.036,187.51,161.75,114.59,489.8,158.4,369.22,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.037,2023-07-29 18:08:27.136,175.53,116.81,145.97,462.97,187.12,364.14,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.137,2023-07-29 18:08:27.237,102.07,185.49,167.2,462.68,110.94,370.87,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.237,2023-07-29 18:08:27.337,131.54,138.49,168.75,431.33,157.67,389.14,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.337,2023-07-29 18:08:27.437,169.55,197.51,169.84,411.12,130.78,375.68,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.438,2023-07-29 18:08:27.538,106.45,158.43,150.18,467.01,152.86,330.54,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.538,2023-07-29 18:08:27.638,185.62,146.5,192.69,413.6,191.82,303.29,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.638,2023-07-29 18:08:27.738,160.17,196.27,162.44,460.79,148.57,339.07,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.739,2023-07-29 18:08:27.838,154.22,127.78,143.53,471.57,167.14,359.06,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.839,2023-07-29 18:08:27.939,181.28,181.78,147.33,418.18,146.29,349.73,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
2023-07-29 18:08:27.939,2023-07-29 18:08:28.039,148.99,184.35,125.32,497.19,195.09,328.87,2023-07-29 18:08:24.234,110.28,34.8,1690646904.2342098,165.59,1690646904.2342098,2023-07-29 18:07:51
